height,u_wind,v_wind,wind_velocity,wind_direction,pressure
10.0,-4.788962364196777,3.092153549194336,5.700488934950082,122.84965987807554,101.15982055664062
102.81983184814453,-4.858745574951172,3.548262596130371,6.016442139105589,126.14004590542432,100.0
328.13543701171875,-2.6142091751098633,6.463311195373535,6.9719782859292865,157.9781930975834,97.5
558.6051330566406,-0.5133380889892578,7.28867244720459,7.306727176804023,175.97133508180778,95.0
794.416748046875,1.5286388397216797,5.784331321716309,5.982911126006635,194.80326450349068,92.5
1035.3331298828125,1.993699073791504,4.87901496887207,5.270637823197002,202.22626886793952,90.0
1533.89501953125,0.03878974914550781,5.833878517150879,5.834007473213701,180.38095688087543,85.0
2056.2723388671875,2.2835397720336914,6.901562690734863,7.269533785917989,198.3079779401563,80.0
3189.0068359375,3.7274093627929688,5.436929225921631,6.591948116112373,214.4334648096483,70.0
4464.3291015625,3.4239654541015625,5.978893280029297,6.88989871368661,209.79870819536094,60.0
5928.04052734375,5.579839706420898,10.808867454528809,12.164136911385178,207.30404832272757,50.0
7660.06396484375,5.544958114624023,16.230106353759766,17.15117817373745,198.86254997396514,40.0
9769.626953125,1.8782157897949219,14.358287811279297,14.480611983772183,187.45257770656227,30.0
11033.634765625,-1.3789138793945312,7.315273284912109,7.444100128271763,169.32511935343797,25.0
12521.1474609375,-5.612127304077148,-2.199899673461914,6.027896104816844,68.59530047424258,20.0
14340.23046875,-2.4173622131347656,2.7052135467529297,3.627922325936345,138.2162218666664,15.0
16791.35546875,-3.3562984466552734,3.232135772705078,4.659553725006339,133.92035725896068,10.0
